Array Size, Qty operations, method
997,23900,Mergesort
997,16350,Quicksort
997,3987,Radixsort
998,677173,Bubblesort
998,492106,Insertionsort
998,28136,Heapsort
998,23920,Mergesort
998,16509,Quicksort
998,3991,Radixsort
999,673978,Bubblesort
999,491544,Insertionsort
999,28346,Heapsort
999,23942,Mergesort
999,17247,Quicksort
999,3995,Radixsort
1000,686286,Bubblesort
1000,502766,Insertionsort
1000,28279,Heapsort
1000,23964,Mergesort
1000,15852,Quicksort
1000,3999,Radixsort
1,0,Bubblesort
1,0,Insertionsort
1,0,Heapsort
1,0,Mergesort
1,0,Quicksort
1,3,Radixsort
2,1,Bubblesort
2,2,Insertionsort
2,8,Heapsort
2,8,Mergesort
2,3,Quicksort
2,7,Radixsort
3,6,Bubblesort
3,10,Insertionsort
3,11,Heapsort
3,18,Mergesort
3,6,Quicksort
3,11,Radixsort
4,11,Bubblesort
4,16,Insertionsort
4,19,Heapsort
4,28,Mergesort
4,7,Quicksort
4,15,Radixsort
5,14,Bubblesort
5,16,Insertionsort
5,34,Heapsort
5,42,Mergesort
5,17,Quicksort
5,19,Radixsort
6,19,Bubblesort
6,18,Insertionsort
6,48,Heapsort
6,52,Mergesort
6,16,Quicksort
6,23,Radixsort
7,34,Bubblesort
7,38,Insertionsort
7,51,Heapsort
7,64,Mergesort
7,25,Quicksort
7,27,Radixsort
8,42,Bubblesort
8,42,Insertionsort
8,62,Heapsort
8,76,Mergesort
8,24,Quicksort
8,31,Radixsort
9,55,Bubblesort
9,54,Insertionsort
9,77,Heapsort
9,98,Mergesort
9,31,Quicksort
9,35,Radixsort
10,63,Bubblesort
10,54,Insertionsort
10,100,Heapsort
10,108,Mergesort
10,40,Quicksort
10,39,Radixsort
11,93,Bubblesort
11,96,Insertionsort
11,88,Heapsort
11,120,Mergesort
11,49,Quicksort
11,43,Radixsort
12,95,Bubblesort
12,80,Insertionsort
12,117,Heapsort
12,132,Mergesort
12,67,Quicksort
12,47,Radixsort
13,121,Bubblesort
13,110,Insertionsort
13,123,Heapsort
13,148,Mergesort
13,66,Quicksort
13,51,Radixsort
14,135,Bubblesort
14,114,Insertionsort
14,134,Heapsort
14,160,Mergesort
14,63,Quicksort
14,55,Radixsort
15,168,Bubblesort
15,154,Insertionsort
15,149,Heapsort
15,174,Mergesort
15,77,Quicksort
15,59,Radixsort
16,187,Bubblesort
16,164,Insertionsort
16,181,Heapsort
16,188,Mergesort
16,100,Quicksort
16,63,Radixsort
17,206,Bubblesort
17,172,Insertionsort
17,178,Heapsort
17,226,Mergesort
17,102,Quicksort
17,67,Radixsort
18,232,Bubblesort
18,192,Insertionsort
18,195,Heapsort
18,236,Mergesort
18,111,Quicksort
18,71,Radixsort
19,266,Bubblesort
19,226,Insertionsort
19,219,Heapsort
19,248,Mergesort
19,107,Quicksort
19,75,Radixsort
20,270,Bubblesort
20,198,Insertionsort
20,248,Heapsort
20,260,Mergesort
20,117,Quicksort
20,79,Radixsort
21,301,Bubblesort
21,222,Insertionsort
21,251,Heapsort
21,276,Mergesort
21,144,Quicksort
21,83,Radixsort
22,351,Bubblesort
22,282,Insertionsort
22,256,Heapsort
22,288,Mergesort
22,123,Quicksort
22,87,Radixsort
23,400,Bubblesort
23,338,Insertionsort
23,289,Heapsort
23,302,Mergesort
23,128,Quicksort
23,91,Radixsort
24,409,Bubblesort
24,312,Insertionsort
24,285,Heapsort
24,316,Mergesort
24,157,Quicksort
24,95,Radixsort
25,432,Bubblesort
25,312,Insertionsort
25,318,Heapsort
25,340,Mergesort
25,145,Quicksort
25,99,Radixsort
26,518,Bubblesort
26,436,Insertionsort
26,335,Heapsort
26,352,Mergesort
26,168,Quicksort
26,103,Radixsort
27,438,Bubblesort
27,244,Insertionsort
27,362,Heapsort
27,366,Mergesort
27,216,Quicksort
27,107,Radixsort
28,533,Bubblesort
28,364,Insertionsort
28,376,Heapsort
28,380,Mergesort
28,162,Quicksort
28,111,Radixsort
29,596,Bubblesort
29,440,Insertionsort
29,400,Heapsort
29,398,Mergesort
29,177,Quicksort
29,115,Radixsort
30,686,Bubblesort
30,560,Insertionsort
30,387,Heapsort
30,412,Mergesort
30,209,Quicksort
30,119,Radixsort
31,716,Bubblesort
31,562,Insertionsort
31,396,Heapsort
31,428,Mergesort
31,270,Quicksort
31,123,Radixsort
32,755,Bubblesort
32,580,Insertionsort
32,437,Heapsort
32,444,Mergesort
32,261,Quicksort
32,127,Radixsort
33,799,Bubblesort
33,606,Insertionsort
33,449,Heapsort
33,514,Mergesort
33,217,Quicksort
33,131,Radixsort
34,808,Bubblesort
34,560,Insertionsort
34,481,Heapsort
34,524,Mergesort
34,229,Quicksort
34,135,Radixsort
35,859,Bubblesort
35,614,Insertionsort
35,475,Heapsort
35,536,Mergesort
35,259,Quicksort
35,139,Radixsort
36,891,Bubblesort
36,592,Insertionsort
36,519,Heapsort
36,548,Mergesort
36,274,Quicksort
36,143,Radixsort
37,888,Bubblesort
37,516,Insertionsort
37,528,Heapsort
37,564,Mergesort
37,321,Quicksort
37,147,Radixsort
38,1092,Bubblesort
38,874,Insertionsort
38,524,Heapsort
38,576,Mergesort
38,321,Quicksort
38,151,Radixsort
39,1123,Bubblesort
39,840,Insertionsort
39,548,Heapsort
39,590,Mergesort
39,344,Quicksort
39,155,Radixsort
40,1167,Bubblesort
40,888,Insertionsort
40,577,Heapsort
40,604,Mergesort
40,249,Quicksort
40,159,Radixsort
41,1307,Bubblesort
41,1054,Insertionsort
41,601,Heapsort
41,628,Mergesort
41,311,Quicksort
41,163,Radixsort
42,1269,Bubblesort
42,904,Insertionsort
42,621,Heapsort
42,640,Mergesort
42,334,Quicksort
42,167,Radixsort
43,1287,Bubblesort
43,858,Insertionsort
43,645,Heapsort
43,654,Mergesort
43,293,Quicksort
43,171,Radixsort
44,1398,Bubblesort
44,1058,Insertionsort
44,647,Heapsort
44,668,Mergesort
44,384,Quicksort
44,175,Radixsort
45,1459,Bubblesort
45,1030,Insertionsort
45,683,Heapsort
45,686,Mergesort
45,371,Quicksort
45,179,Radixsort
46,1472,Bubblesort
46,964,Insertionsort
46,697,Heapsort
46,700,Mergesort
46,352,Quicksort
46,183,Radixsort
47,1662,Bubblesort
47,1254,Insertionsort
47,667,Heapsort
47,716,Mergesort
47,376,Quicksort
47,187,Radixsort
48,1725,Bubblesort
48,1300,Insertionsort
48,729,Heapsort
48,732,Mergesort
48,376,Quicksort
48,191,Radixsort
49,1756,Bubblesort
49,1272,Insertionsort
49,747,Heapsort
49,772,Mergesort
49,357,Quicksort
49,195,Radixsort
50,1888,Bubblesort
50,1456,Insertionsort
50,770,Heapsort
50,784,Mergesort
50,395,Quicksort
50,199,Radixsort
51,1980,Bubblesort
51,1510,Insertionsort
51,803,Heapsort
51,798,Mergesort
51,449,Quicksort
51,203,Radixsort
52,1933,Bubblesort
52,1374,Insertionsort
52,820,Heapsort
52,812,Mergesort
52,424,Quicksort
52,207,Radixsort
53,2065,Bubblesort
53,1478,Insertionsort
53,844,Heapsort
53,830,Mergesort
53,413,Quicksort
53,211,Radixsort
54,2168,Bubblesort
54,1580,Insertionsort
54,855,Heapsort
54,844,Mergesort
54,496,Quicksort
54,215,Radixsort
55,2178,Bubblesort
55,1494,Insertionsort
55,873,Heapsort
55,860,Mergesort
55,480,Quicksort
55,219,Radixsort
56,2288,Bubblesort
56,1608,Insertionsort
56,860,Heapsort
56,876,Mergesort
56,515,Quicksort
56,223,Radixsort
57,2473,Bubblesort
57,1952,Insertionsort
57,914,Heapsort
57,902,Mergesort
57,495,Quicksort
57,227,Radixsort
58,2555,Bubblesort
58,1936,Insertionsort
58,955,Heapsort
58,916,Mergesort
58,648,Quicksort
58,231,Radixsort
59,2595,Bubblesort
59,1906,Insertionsort
59,928,Heapsort
59,932,Mergesort
59,483,Quicksort
59,235,Radixsort
60,2651,Bubblesort
60,1898,Insertionsort
60,981,Heapsort
60,948,Mergesort
60,699,Quicksort
60,239,Radixsort
61,2785,Bubblesort
61,2054,Insertionsort
61,957,Heapsort
61,968,Mergesort
61,545,Quicksort
61,243,Radixsort
62,2727,Bubblesort
62,1834,Insertionsort
62,1004,Heapsort
62,984,Mergesort
62,494,Quicksort
62,247,Radixsort
63,2896,Bubblesort
63,2010,Insertionsort
63,1049,Heapsort
63,1002,Mergesort
63,621,Quicksort
63,251,Radixsort
64,2917,Bubblesort
64,1928,Insertionsort
64,1063,Heapsort
64,1020,Mergesort
64,595,Quicksort
64,255,Radixsort
65,3227,Bubblesort
65,2422,Insertionsort
65,1051,Heapsort
65,1154,Mergesort
65,523,Quicksort
65,259,Radixsort
66,3296,Bubblesort
66,2454,Insertionsort
66,1092,Heapsort
66,1164,Mergesort
66,535,Quicksort
66,263,Radixsort
67,3223,Bubblesort
67,2222,Insertionsort
67,1113,Heapsort
67,1176,Mergesort
67,623,Quicksort
67,267,Radixsort
68,3327,Bubblesort
68,2282,Insertionsort
68,1148,Heapsort
68,1188,Mergesort
68,621,Quicksort
68,271,Radixsort
69,3504,Bubblesort
69,2478,Insertionsort
69,1166,Heapsort
69,1204,Mergesort
69,620,Quicksort
69,275,Radixsort
70,3619,Bubblesort
70,2610,Insertionsort
70,1165,Heapsort
70,1216,Mergesort
70,568,Quicksort
70,279,Radixsort
71,3698,Bubblesort
71,2644,Insertionsort
71,1192,Heapsort
71,1230,Mergesort
71,663,Quicksort
71,283,Radixsort
72,3881,Bubblesort
72,2792,Insertionsort
72,1233,Heapsort
72,1244,Mergesort
72,705,Quicksort
72,287,Radixsort
73,3965,Bubblesort
73,2836,Insertionsort
73,1245,Heapsort
73,1268,Mergesort
73,673,Quicksort
73,291,Radixsort
74,4118,Bubblesort
74,2998,Insertionsort
74,1226,Heapsort
74,1280,Mergesort
74,619,Quicksort
74,295,Radixsort
75,4111,Bubblesort
75,2892,Insertionsort
75,1298,Heapsort
75,1294,Mergesort
75,632,Quicksort
75,299,Radixsort
76,4274,Bubblesort
76,3038,Insertionsort
76,1318,Heapsort
76,1308,Mergesort
76,652,Quicksort
76,303,Radixsort
77,4468,Bubblesort
77,3248,Insertionsort
77,1327,Heapsort
77,1326,Mergesort
77,753,Quicksort
77,307,Radixsort
78,4389,Bubblesort
78,2950,Insertionsort
78,1341,Heapsort
78,1340,Mergesort
78,690,Quicksort
78,311,Radixsort
79,4791,Bubblesort
79,3576,Insertionsort
79,1380,Heapsort
79,1356,Mergesort
79,680,Quicksort
79,315,Radixsort
80,4681,Bubblesort
80,3296,Insertionsort
80,1388,Heapsort
80,1372,Mergesort
80,758,Quicksort
80,319,Radixsort
81,4574,Bubblesort
81,2914,Insertionsort
81,1415,Heapsort
81,1412,Mergesort
81,847,Quicksort
81,323,Radixsort
82,4631,Bubblesort
82,2854,Insertionsort
82,1471,Heapsort
82,1424,Mergesort
82,802,Quicksort
82,327,Radixsort
83,5065,Bubblesort
83,3544,Insertionsort
83,1459,Heapsort
83,1438,Mergesort
83,776,Quicksort
83,331,Radixsort
84,5314,Bubblesort
84,3922,Insertionsort
84,1521,Heapsort
84,1452,Mergesort
84,870,Quicksort
84,335,Radixsort
85,5431,Bubblesort
85,3894,Insertionsort
85,1518,Heapsort
85,1470,Mergesort
85,840,Quicksort
85,339,Radixsort
86,5289,Bubblesort
86,3596,Insertionsort
86,1532,Heapsort
86,1484,Mergesort
86,778,Quicksort
86,343,Radixsort
87,5712,Bubblesort
87,4212,Insertionsort
87,1547,Heapsort
87,1500,Mergesort
87,777,Quicksort
87,347,Radixsort
88,5817,Bubblesort
88,4238,Insertionsort
88,1510,Heapsort
88,1516,Mergesort
88,769,Quicksort
88,351,Radixsort
89,5918,Bubblesort
89,4246,Insertionsort
89,1615,Heapsort
89,1542,Mergesort
89,1050,Quicksort
89,355,Radixsort
90,6060,Bubblesort
90,4416,Insertionsort
90,1599,Heapsort
90,1556,Mergesort
90,900,Quicksort
90,359,Radixsort
91,6232,Bubblesort
91,4544,Insertionsort
91,1638,Heapsort
91,1572,Mergesort
91,881,Quicksort
91,363,Radixsort
92,6266,Bubblesort
92,4422,Insertionsort
92,1655,Heapsort
92,1588,Mergesort
92,957,Quicksort
92,367,Radixsort
93,6141,Bubblesort
93,4186,Insertionsort
93,1670,Heapsort
93,1608,Mergesort
93,853,Quicksort
93,371,Radixsort
94,6182,Bubblesort
94,3918,Insertionsort
94,1690,Heapsort
94,1624,Mergesort
94,969,Quicksort
94,375,Radixsort
95,6640,Bubblesort
95,4802,Insertionsort
95,1708,Heapsort
95,1642,Mergesort
95,1013,Quicksort
95,379,Radixsort
96,6775,Bubblesort
96,4688,Insertionsort
96,1713,Heapsort
96,1660,Mergesort
96,913,Quicksort
96,383,Radixsort
97,6940,Bubblesort
97,4834,Insertionsort
97,1812,Heapsort
97,1732,Mergesort
97,1039,Quicksort
97,387,Radixsort
98,7177,Bubblesort
98,5292,Insertionsort
98,1778,Heapsort
98,1744,Mergesort
98,1049,Quicksort
98,391,Radixsort
99,7268,Bubblesort
99,5038,Insertionsort
99,1838,Heapsort
99,1758,Mergesort
99,952,Quicksort
99,395,Radixsort
100,7436,Bubblesort
100,5416,Insertionsort
100,1825,Heapsort
100,1772,Mergesort
100,930,Quicksort
100,399,Radixsort
101,7256,Bubblesort
101,4932,Insertionsort
101,1867,Heapsort
101,1790,Mergesort
101,1008,Quicksort
101,403,Radixsort
102,7446,Bubblesort
102,5044,Insertionsort
102,1872,Heapsort
102,1804,Mergesort
102,939,Quicksort
102,407,Radixsort
103,7922,Bubblesort
103,5834,Insertionsort
103,1899,Heapsort
103,1820,Mergesort
103,1079,Quicksort
103,411,Radixsort
104,8266,Bubblesort
104,6282,Insertionsort
104,1919,Heapsort
104,1836,Mergesort
104,1006,Quicksort
104,415,Radixsort
105,8100,Bubblesort
105,5650,Insertionsort
105,1982,Heapsort
105,1862,Mergesort
105,957,Quicksort
105,419,Radixsort
106,8255,Bubblesort
106,5746,Insertionsort
106,1996,Heapsort
106,1876,Mergesort
106,978,Quicksort
106,423,Radixsort
107,8398,Bubblesort
107,5760,Insertionsort
107,1987,Heapsort
107,1892,Mergesort
107,1350,Quicksort
107,427,Radixsort
108,8881,Bubblesort
108,6420,Insertionsort
108,1983,Heapsort
108,1908,Mergesort
108,1067,Quicksort
108,431,Radixsort
109,8837,Bubblesort
109,6158,Insertionsort
109,2040,Heapsort
109,1928,Mergesort
109,1251,Quicksort
109,435,Radixsort
110,8863,Bubblesort
110,6050,Insertionsort
110,2099,Heapsort
110,1944,Mergesort
110,1322,Quicksort
110,439,Radixsort
111,8793,Bubblesort
111,5844,Insertionsort
111,2105,Heapsort
111,1962,Mergesort
111,1317,Quicksort
111,443,Radixsort
112,9121,Bubblesort
112,6172,Insertionsort
112,2146,Heapsort
112,1980,Mergesort
112,1580,Quicksort
112,447,Radixsort
113,9053,Bubblesort
113,5760,Insertionsort
113,2170,Heapsort
113,2022,Mergesort
113,1077,Quicksort
113,451,Radixsort
114,9544,Bubblesort
114,6700,Insertionsort
114,2172,Heapsort
114,2036,Mergesort
114,1146,Quicksort
114,455,Radixsort
115,9580,Bubblesort
115,6742,Insertionsort
115,2175,Heapsort
115,2052,Mergesort
115,1287,Quicksort
115,459,Radixsort
116,10150,Bubblesort
116,7218,Insertionsort
116,2198,Heapsort
116,2068,Mergesort
116,1131,Quicksort
116,463,Radixsort
117,9999,Bubblesort
117,6882,Insertionsort
117,2222,Heapsort
117,2088,Mergesort
117,1228,Quicksort
117,467,Radixsort
118,10224,Bubblesort
118,7146,Insertionsort
118,2275,Heapsort
118,2104,Mergesort
118,1282,Quicksort
118,471,Radixsort
119,10776,Bubblesort
119,7860,Insertionsort
119,2251,Heapsort
119,2122,Mergesort
119,1311,Quicksort
119,475,Radixsort
120,10577,Bubblesort
120,7302,Insertionsort
120,2304,Heapsort
120,2140,Mergesort
120,1235,Quicksort
120,479,Radixsort
121,10417,Bubblesort
121,6894,Insertionsort
121,2346,Heapsort
121,2168,Mergesort
121,1365,Quicksort
121,483,Radixsort
122,11197,Bubblesort
122,8208,Insertionsort
122,2330,Heapsort
122,2184,Mergesort
122,1366,Quicksort
122,487,Radixsort
123,10716,Bubblesort
123,6894,Insertionsort
123,2384,Heapsort
123,2202,Mergesort
123,1203,Quicksort
123,491,Radixsort
124,10988,Bubblesort
124,7054,Insertionsort
124,2401,Heapsort
124,2220,Mergesort
124,1327,Quicksort
124,495,Radixsort
125,11713,Bubblesort
125,8412,Insertionsort
125,2380,Heapsort
125,2242,Mergesort
125,1191,Quicksort
125,499,Radixsort
126,11289,Bubblesort
126,7274,Insertionsort
126,2472,Heapsort
126,2260,Mergesort
126,1386,Quicksort
126,503,Radixsort
127,12091,Bubblesort
127,8804,Insertionsort
127,2451,Heapsort
127,2280,Mergesort
127,1315,Quicksort
127,507,Radixsort
128,12044,Bubblesort
128,8284,Insertionsort
128,2441,Heapsort
128,2300,Mergesort
128,1265,Quicksort
128,511,Radixsort
129,12106,Bubblesort
129,8248,Insertionsort
129,2510,Heapsort
129,2562,Mergesort
129,1508,Quicksort
129,515,Radixsort
130,12276,Bubblesort
130,8392,Insertionsort
130,2512,Heapsort
130,2572,Mergesort
130,1254,Quicksort
130,519,Radixsort
131,12940,Bubblesort
131,9218,Insertionsort
131,2521,Heapsort
131,2584,Mergesort
131,1604,Quicksort
131,523,Radixsort
132,12253,Bubblesort
132,7854,Insertionsort
132,2622,Heapsort
132,2596,Mergesort
132,1546,Quicksort
132,527,Radixsort
133,13292,Bubblesort
133,9734,Insertionsort
133,2595,Heapsort
133,2612,Mergesort
133,1535,Quicksort
133,531,Radixsort
134,12853,Bubblesort
134,8398,Insertionsort
134,2639,Heapsort
134,2624,Mergesort
134,1602,Quicksort
134,535,Radixsort
135,13475,Bubblesort
135,9618,Insertionsort
135,2654,Heapsort
135,2638,Mergesort
135,1558,Quicksort
135,539,Radixsort
136,13717,Bubblesort
136,9830,Insertionsort
136,2695,Heapsort
136,2652,Mergesort
136,1501,Quicksort
136,543,Radixsort
137,13168,Bubblesort
137,8672,Insertionsort
137,2758,Heapsort
137,2676,Mergesort
137,1549,Quicksort
137,547,Radixsort
138,14341,Bubblesort
138,10340,Insertionsort
138,2721,Heapsort
138,2688,Mergesort
138,1440,Quicksort
138,551,Radixsort
139,13756,Bubblesort
139,9212,Insertionsort
139,2811,Heapsort
139,2702,Mergesort
139,1868,Quicksort
139,555,Radixsort
140,14307,Bubblesort
140,9594,Insertionsort
140,2783,Heapsort
140,2716,Mergesort
140,1555,Quicksort
140,559,Radixsort
141,14298,Bubblesort
141,9498,Insertionsort
141,2837,Heapsort
141,2734,Mergesort
141,1479,Quicksort
141,563,Radixsort
142,14961,Bubblesort
142,10772,Insertionsort
142,2800,Heapsort
142,2748,Mergesort
142,1530,Quicksort
142,567,Radixsort
143,15043,Bubblesort
143,10334,Insertionsort
143,2845,Heapsort
143,2764,Mergesort
143,1534,Quicksort
143,571,Radixsort
144,15471,Bubblesort
144,10908,Insertionsort
144,2844,Heapsort
144,2780,Mergesort
144,1521,Quicksort
144,575,Radixsort
145,15988,Bubblesort
145,11982,Insertionsort
145,2850,Heapsort
145,2820,Mergesort
145,1593,Quicksort
145,579,Radixsort
146,15807,Bubblesort
146,11078,Insertionsort
146,2933,Heapsort
146,2832,Mergesort
146,1558,Quicksort
146,583,Radixsort
147,15738,Bubblesort
147,10974,Insertionsort
147,2933,Heapsort
147,2846,Mergesort
147,1765,Quicksort
147,587,Radixsort
148,15931,Bubblesort
148,10892,Insertionsort
148,2983,Heapsort
148,2860,Mergesort
148,1620,Quicksort
148,591,Radixsort
149,16523,Bubblesort
149,12144,Insertionsort
149,2968,Heapsort
149,2878,Mergesort
149,1470,Quicksort
149,595,Radixsort
150,16502,Bubblesort
150,11814,Insertionsort
150,3006,Heapsort
150,2892,Mergesort
150,1608,Quicksort
150,599,Radixsort
151,16855,Bubblesort
151,11868,Insertionsort
151,3027,Heapsort
151,2908,Mergesort
151,1820,Quicksort
151,603,Radixsort
152,16864,Bubblesort
152,11880,Insertionsort
152,3047,Heapsort
152,2924,Mergesort
152,1638,Quicksort
152,607,Radixsort
153,17208,Bubblesort
153,12372,Insertionsort
153,3083,Heapsort
153,2950,Mergesort
153,1586,Quicksort
153,611,Radixsort
154,17841,Bubblesort
154,12776,Insertionsort
154,3124,Heapsort
154,2964,Mergesort
154,1754,Quicksort
154,615,Radixsort
155,17822,Bubblesort
155,12594,Insertionsort
155,3085,Heapsort
155,2980,Mergesort
155,1705,Quicksort
155,619,Radixsort
156,17899,Bubblesort
156,12794,Insertionsort
156,3147,Heapsort
156,2996,Mergesort
156,1650,Quicksort
156,623,Radixsort
157,17725,Bubblesort
157,12140,Insertionsort
157,3201,Heapsort
157,3016,Mergesort
157,2227,Quicksort
157,627,Radixsort
158,18392,Bubblesort
158,12800,Insertionsort
158,3224,Heapsort
158,3032,Mergesort
158,1871,Quicksort
158,631,Radixsort
159,18365,Bubblesort
159,12952,Insertionsort
159,3227,Heapsort
159,3050,Mergesort
159,1758,Quicksort
159,635,Radixsort
160,18852,Bubblesort
160,13162,Insertionsort
160,3262,Heapsort
160,3068,Mergesort
160,1871,Quicksort
160,639,Radixsort
161,19236,Bubblesort
161,13546,Insertionsort
161,3322,Heapsort
161,3140,Mergesort
161,1812,Quicksort
161,643,Radixsort
162,19755,Bubblesort
162,14126,Insertionsort
162,3288,Heapsort
162,3152,Mergesort
162,1718,Quicksort
162,647,Radixsort
163,19717,Bubblesort
163,13694,Insertionsort
163,3318,Heapsort
163,3166,Mergesort
163,2083,Quicksort
163,651,Radixsort
164,19742,Bubblesort
164,13848,Insertionsort
164,3419,Heapsort
164,3180,Mergesort
164,1893,Quicksort
164,655,Radixsort
165,19478,Bubblesort
165,12868,Insertionsort
165,3419,Heapsort
165,3198,Mergesort
165,2218,Quicksort
165,659,Radixsort
166,20363,Bubblesort
166,14372,Insertionsort
166,3403,Heapsort
166,3212,Mergesort
166,2058,Quicksort
166,663,Radixsort
167,20227,Bubblesort
167,13588,Insertionsort
167,3469,Heapsort
167,3228,Mergesort
167,1756,Quicksort
167,667,Radixsort
168,20443,Bubblesort
168,13598,Insertionsort
168,3492,Heapsort
168,3244,Mergesort
168,1806,Quicksort
168,671,Radixsort
169,21120,Bubblesort
169,14644,Insertionsort
169,3486,Heapsort
169,3270,Mergesort
169,2263,Quicksort
169,675,Radixsort
170,20574,Bubblesort
170,13702,Insertionsort
170,3572,Heapsort
170,3284,Mergesort
170,1960,Quicksort
170,679,Radixsort
171,21260,Bubblesort
171,14336,Insertionsort
171,3581,Heapsort
171,3300,Mergesort
171,2050,Quicksort
171,683,Radixsort
172,21289,Bubblesort
172,14598,Insertionsort
172,3577,Heapsort
172,3316,Mergesort
172,2334,Quicksort
172,687,Radixsort
173,22484,Bubblesort
173,16564,Insertionsort
173,3592,Heapsort
173,3336,Mergesort
173,2113,Quicksort
173,691,Radixsort
174,22392,Bubblesort
174,15670,Insertionsort
174,3594,Heapsort
174,3352,Mergesort
174,1993,Quicksort
174,695,Radixsort
175,22030,Bubblesort
175,14460,Insertionsort
175,3654,Heapsort
175,3370,Mergesort
175,2037,Quicksort
175,699,Radixsort
176,23650,Bubblesort
176,17010,Insertionsort
176,3632,Heapsort
176,3388,Mergesort
176,2193,Quicksort
176,703,Radixsort
177,22429,Bubblesort
177,14718,Insertionsort
177,3746,Heapsort
177,3430,Mergesort
177,2090,Quicksort
177,707,Radixsort
178,23631,Bubblesort
178,17438,Insertionsort
178,3691,Heapsort
178,3444,Mergesort
178,2045,Quicksort
178,711,Radixsort
179,23523,Bubblesort
179,16424,Insertionsort
179,3745,Heapsort
179,3460,Mergesort
179,1975,Quicksort
179,715,Radixsort
180,24296,Bubblesort
180,17392,Insertionsort
180,3753,Heapsort
180,3476,Mergesort
180,2159,Quicksort
180,719,Radixsort
181,23619,Bubblesort
181,16056,Insertionsort
181,3825,Heapsort
181,3496,Mergesort
181,2276,Quicksort
181,723,Radixsort
182,24510,Bubblesort
182,17334,Insertionsort
182,3803,Heapsort
182,3512,Mergesort
182,2041,Quicksort
182,727,Radixsort
183,24500,Bubblesort
183,16840,Insertionsort
183,3854,Heapsort
183,3530,Mergesort
183,2236,Quicksort
183,731,Radixsort
184,24311,Bubblesort
184,16262,Insertionsort
184,3925,Heapsort
184,3548,Mergesort
184,2087,Quicksort
184,735,Radixsort
185,24724,Bubblesort
185,16464,Insertionsort
185,3922,Heapsort
185,3576,Mergesort
185,2368,Quicksort
185,739,Radixsort
186,25811,Bubblesort
186,18322,Insertionsort
186,3876,Heapsort
186,3592,Mergesort
186,2332,Quicksort
186,743,Radixsort
187,25693,Bubblesort
187,18250,Insertionsort
187,3978,Heapsort
187,3610,Mergesort
187,2453,Quicksort
187,747,Radixsort
188,25792,Bubblesort
188,17608,Insertionsort
188,3965,Heapsort
188,3628,Mergesort
188,2220,Quicksort
188,751,Radixsort
189,26019,Bubblesort
189,18734,Insertionsort
189,4004,Heapsort
189,3650,Mergesort
189,2405,Quicksort
189,755,Radixsort
190,26549,Bubblesort
190,18438,Insertionsort
190,4027,Heapsort
190,3668,Mergesort
190,2551,Quicksort
190,759,Radixsort
191,26394,Bubblesort
191,18182,Insertionsort
191,4012,Heapsort
191,3688,Mergesort
191,2112,Quicksort
191,763,Radixsort
192,27419,Bubblesort
192,20314,Insertionsort
192,4023,Heapsort
192,3708,Mergesort
192,2202,Quicksort
192,767,Radixsort
193,27284,Bubblesort
193,18544,Insertionsort
193,4092,Heapsort
193,3844,Mergesort
193,2682,Quicksort
193,771,Radixsort
194,27225,Bubblesort
194,17956,Insertionsort
194,4154,Heapsort
194,3856,Mergesort
194,2834,Quicksort
194,775,Radixsort
195,27335,Bubblesort
195,18780,Insertionsort
195,4175,Heapsort
195,3870,Mergesort
195,2275,Quicksort
195,779,Radixsort
196,28248,Bubblesort
196,20066,Insertionsort
196,4168,Heapsort
196,3884,Mergesort
196,2043,Quicksort
196,783,Radixsort
197,28365,Bubblesort
197,19280,Insertionsort
197,4189,Heapsort
197,3902,Mergesort
197,2124,Quicksort
197,787,Radixsort
198,29084,Bubblesort
198,20894,Insertionsort
198,4218,Heapsort
198,3916,Mergesort
198,2460,Quicksort
198,791,Radixsort
199,28968,Bubblesort
199,20444,Insertionsort
199,4200,Heapsort
199,3932,Mergesort
199,2372,Quicksort
199,795,Radixsort
200,29280,Bubblesort
200,20120,Insertionsort
200,4295,Heapsort
200,3948,Mergesort
200,2425,Quicksort
200,799,Radixsort
201,29134,Bubblesort
201,19480,Insertionsort
201,4307,Heapsort
201,3974,Mergesort
201,2474,Quicksort
201,803,Radixsort
202,30670,Bubblesort
202,22366,Insertionsort
202,4249,Heapsort
202,3988,Mergesort
202,2549,Quicksort
202,807,Radixsort
203,30790,Bubblesort
203,21584,Insertionsort
203,4339,Heapsort
203,4004,Mergesort
203,2348,Quicksort
203,811,Radixsort
204,30217,Bubblesort
204,20426,Insertionsort
204,4437,Heapsort
204,4020,Mergesort
204,2542,Quicksort
204,815,Radixsort
205,30895,Bubblesort
205,21936,Insertionsort
205,4407,Heapsort
205,4040,Mergesort
205,2266,Quicksort
205,819,Radixsort
206,30852,Bubblesort
206,21964,Insertionsort
206,4418,Heapsort
206,4056,Mergesort
206,2350,Quicksort
206,823,Radixsort
207,30997,Bubblesort
207,21066,Insertionsort
207,4463,Heapsort
207,4074,Mergesort
207,2394,Quicksort
207,827,Radixsort
208,31656,Bubblesort
208,22140,Insertionsort
208,4507,Heapsort
208,4092,Mergesort
208,2740,Quicksort
208,831,Radixsort
209,31891,Bubblesort
209,22416,Insertionsort
209,4507,Heapsort
209,4134,Mergesort
209,2554,Quicksort
209,835,Radixsort
210,32220,Bubblesort
210,22350,Insertionsort
210,4488,Heapsort
